ANOC,CAPA,ERMO,ERPE,LIGR,LUAR,MIAL,PEBR,POBI,VASI,JulianDay,Year
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,2013
